config_id,run_id,dataset,dataset_hydra,experiment,model,backbone,probe,probe_hydra,layer,layer_label,seed,source,status,objective_metric_name,primary_metric_name,train_primary,train_accuracy,val_primary,val_accuracy,test_primary,test_accuracy,n_epochs,expected_epochs,early_stopped,expected_early_stopping,artifact_train_eval_summary,artifact_probe_eval_dir,source_csv_path,source_csv_line_number,source_excel_workbook,source_excel_sheet,source_excel_range,notes
mvp__jepa_v1__linear__layer_32,mvp__jepa_v1__linear__layer_32__seed_42,MVP,mvp,main,V-JEPA,ViT-H/16,Linear,linear,32,Final layer,42,sheet,complete,pair_consistency,pair_consistency,53.052277,74.064081,49.34277,71.688574,48.736097,71.587462,,100,,true,,,results/verified_best_probe_configs.csv,63,mvp_primary_db.xlsx,V-JEPA,N3:X3,seed 42 read from Excel DB
mvp__jepa_v1__mlp__layer_32,mvp__jepa_v1__mlp__layer_32__seed_42,MVP,mvp,main,V-JEPA,ViT-H/16,MLP,mlp,32,Final layer,42,sheet,complete,pair_consistency,pair_consistency,99.932546,99.966273,91.102123,95.197169,87.259858,93.023256,,2000,,true,,,results/verified_best_probe_configs.csv,64,mvp_primary_db.xlsx,V-JEPA,N7:X7,seed 42 read from Excel DB
mvp__jepa_v2__linear__layer_40,mvp__jepa_v2__linear__layer_40__seed_42,MVP,mvp,main,V-JEPA 2,ViT-G/16,Linear,linear,40,Final layer,42,sheet,complete,pair_consistency,pair_consistency,52.310287,73.102867,48.938322,70.424671,48.533873,69.91911,,100,,true,,,results/verified_best_probe_configs.csv,66,mvp_primary_db.xlsx,V-JEPA 2,N3:X3,seed 42 read from Excel DB
mvp__jepa_v2__mlp__layer_40,mvp__jepa_v2__mlp__layer_40__seed_42,MVP,mvp,main,V-JEPA 2,ViT-G/16,MLP,mlp,40,Final layer,42,sheet,complete,pair_consistency,pair_consistency,99.932546,99.966273,87.76542,93.124368,86.754297,92.770475,,2000,,true,,,results/verified_best_probe_configs.csv,67,mvp_primary_db.xlsx,V-JEPA 2,N7:X7,seed 42 read from Excel DB
mvp__jepa_v2_1__linear__layer_48,mvp__jepa_v2_1__linear__layer_48__seed_42,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,48,Final layer,42,sheet,complete,pair_consistency,pair_consistency,48.600337,70.978078,44.084934,66.683519,41.557128,66.632963,,100,,true,,,results/verified_best_probe_configs.csv,69,mvp_primary_db.xlsx,V-JEPA 2.1,AN3:AX3,seed 42 read from Excel DB
mvp__jepa_v2_1__mlp__layer_38,mvp__jepa_v2_1__mlp__layer_38__seed_42,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,38,Layer 0.75,42,sheet,complete,pair_consistency,pair_consistency,98.920742,99.460371,74.519717,85.389282,70.778564,83.063701,,2000,,true,,,results/verified_best_probe_configs.csv,70,mvp_primary_db.xlsx,V-JEPA 2.1,AN10:AX10,seed 42 read from Excel DB
mvp__videomae__linear__layer_24,mvp__videomae__linear__layer_24__seed_42,MVP,mvp,main,VideoMAE,ViT-H/16,Linear,linear,24,Layer 0.75,42,sheet,complete,pair_consistency,pair_consistency,43.06914,68.094435,37.613751,64.509606,37.512639,63.953488,,100,,true,,,results/verified_best_probe_configs.csv,72,mvp_primary_db.xlsx,VideoMAE,N6:X6,seed 42 read from Excel DB
mvp__videomae__mlp__layer_24,mvp__videomae__mlp__layer_24__seed_42,MVP,mvp,main,VideoMAE,ViT-H/16,MLP,mlp,24,Layer 0.75,42,sheet,complete,pair_consistency,pair_consistency,92.917369,96.424958,68.857432,82.912032,64.408493,80.131446,,2000,,true,,,results/verified_best_probe_configs.csv,73,mvp_primary_db.xlsx,VideoMAE,N10:X10,seed 42 read from Excel DB
mvp__videomae_v2__linear__layer_20,mvp__videomae_v2__linear__layer_20__seed_42,MVP,mvp,main,VideoMAE-v2,ViT-G/16,Linear,linear,20,Layer 0.5,42,sheet,complete,pair_consistency,pair_consistency,44.080944,68.617201,39.534884,64.863498,37.714863,64.054601,,100,,true,,,results/verified_best_probe_configs.csv,75,mvp_primary_db.xlsx,VideoMAE-v2,AA5:AK5,seed 42 read from Excel DB
mvp__videomae_v2__mlp__layer_20,mvp__videomae_v2__mlp__layer_20__seed_42,MVP,mvp,main,VideoMAE-v2,ViT-G/16,MLP,mlp,20,Layer 0.5,42,sheet,complete,pair_consistency,pair_consistency,94.772344,97.369309,68.452983,82.709808,66.127401,80.434783,,2000,,true,,,results/verified_best_probe_configs.csv,76,mvp_primary_db.xlsx,VideoMAE-v2,AA9:AK9,seed 42 read from Excel DB
intphys2__jepa_v1__linear__layer_24,intphys2__jepa_v1__linear__layer_24__seed_101,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Linear,linear,24,Layer 0.75,101,artifact,missing_artifact,,,,,,,,,,100,,true,artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v1__linear__layer_24/seed_101/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,18,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v1__linear__layer_24/seed_101/train_eval_summary.json
intphys2__jepa_v1__linear__layer_24,intphys2__jepa_v1__linear__layer_24__seed_102,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,Linear,linear,24,Layer 0.75,102,artifact,missing_artifact,,,,,,,,,,100,,true,artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v1__linear__layer_24/seed_102/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,18,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v1__linear__layer_24/seed_102/train_eval_summary.json
intphys2__jepa_v1__mlp__layer_24,intphys2__jepa_v1__mlp__layer_24__seed_101,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,MLP,mlp,24,Layer 0.75,101,artifact,missing_artifact,,,,,,,,,,100,,false,artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v1__mlp__layer_24/seed_101/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,19,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v1__mlp__layer_24/seed_101/train_eval_summary.json
intphys2__jepa_v1__mlp__layer_24,intphys2__jepa_v1__mlp__layer_24__seed_102,IntPhys2,intphys2,main,V-JEPA,ViT-H/16,MLP,mlp,24,Layer 0.75,102,artifact,missing_artifact,,,,,,,,,,100,,false,artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v1__mlp__layer_24/seed_102/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,19,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v1__mlp__layer_24/seed_102/train_eval_summary.json
intphys2__jepa_v2__linear__layer_40,intphys2__jepa_v2__linear__layer_40__seed_101,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Linear,linear,40,Final layer,101,artifact,complete,voe_accuracy,voe_accuracy,27.152318,54.139073,31.372549,51.960784,33.333333,55.392157,10,100,true,true,artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v2__linear__layer_40/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v2__linear__layer_40/seed_101/layer_40/eval,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,21,,,,artifact metrics read from train_eval_summary.json
intphys2__jepa_v2__linear__layer_40,intphys2__jepa_v2__linear__layer_40__seed_102,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,Linear,linear,40,Final layer,102,artifact,missing_artifact,,,,,,,,,,100,,true,artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v2__linear__layer_40/seed_102/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,21,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v2__linear__layer_40/seed_102/train_eval_summary.json
intphys2__jepa_v2__mlp__layer_40,intphys2__jepa_v2__mlp__layer_40__seed_101,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,MLP,mlp,40,Final layer,101,artifact,artifact_mismatch,voe_accuracy,voe_accuracy,26.490066,51.15894,19.607843,51.960784,19.607843,51.960784,10,2000,true,false,artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v2__mlp__layer_40/seed_101/train_eval_summary.json,artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v2__mlp__layer_40/seed_101/layer_40/eval,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,22,,,,artifact early_stopped=true but manifest expects early stopping off; n_epochs=10 but manifest expects 2000
intphys2__jepa_v2__mlp__layer_40,intphys2__jepa_v2__mlp__layer_40__seed_102,IntPhys2,intphys2,main,V-JEPA 2,ViT-G/16,MLP,mlp,40,Final layer,102,artifact,missing_artifact,,,,,,,,,,2000,,false,artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v2__mlp__layer_40/seed_102/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,22,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v2__mlp__layer_40/seed_102/train_eval_summary.json
intphys2__jepa_v2_1__linear__layer_38,intphys2__jepa_v2_1__linear__layer_38__seed_101,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,38,Layer 0.75,101,artifact,missing_artifact,,,,,,,,,,100,,true,artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v2_1__linear__layer_38/seed_101/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,24,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v2_1__linear__layer_38/seed_101/train_eval_summary.json
intphys2__jepa_v2_1__linear__layer_38,intphys2__jepa_v2_1__linear__layer_38__seed_102,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,38,Layer 0.75,102,artifact,missing_artifact,,,,,,,,,,100,,true,artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v2_1__linear__layer_38/seed_102/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,24,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v2_1__linear__layer_38/seed_102/train_eval_summary.json
intphys2__jepa_v2_1__mlp__layer_38,intphys2__jepa_v2_1__mlp__layer_38__seed_101,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,38,Layer 0.75,101,artifact,missing_artifact,,,,,,,,,,2000,,false,artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v2_1__mlp__layer_38/seed_101/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,25,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v2_1__mlp__layer_38/seed_101/train_eval_summary.json
intphys2__jepa_v2_1__mlp__layer_38,intphys2__jepa_v2_1__mlp__layer_38__seed_102,IntPhys2,intphys2,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,38,Layer 0.75,102,artifact,missing_artifact,,,,,,,,,,2000,,false,artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v2_1__mlp__layer_38/seed_102/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,25,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__jepa_v2_1__mlp__layer_38/seed_102/train_eval_summary.json
intphys2__videomae__linear__layer_16,intphys2__videomae__linear__layer_16__seed_101,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Linear,linear,16,Layer 0.5,101,artifact,missing_artifact,,,,,,,,,,2000,,true,artifacts/probes/intphys2/seed_runs_v1/intphys2__videomae__linear__layer_16/seed_101/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,27,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__videomae__linear__layer_16/seed_101/train_eval_summary.json
intphys2__videomae__linear__layer_16,intphys2__videomae__linear__layer_16__seed_102,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,Linear,linear,16,Layer 0.5,102,artifact,missing_artifact,,,,,,,,,,2000,,true,artifacts/probes/intphys2/seed_runs_v1/intphys2__videomae__linear__layer_16/seed_102/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,27,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__videomae__linear__layer_16/seed_102/train_eval_summary.json
intphys2__videomae__mlp__layer_24,intphys2__videomae__mlp__layer_24__seed_101,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,MLP,mlp,24,Layer 0.75,101,artifact,missing_artifact,,,,,,,,,,2000,,false,artifacts/probes/intphys2/seed_runs_v1/intphys2__videomae__mlp__layer_24/seed_101/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,28,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__videomae__mlp__layer_24/seed_101/train_eval_summary.json
intphys2__videomae__mlp__layer_24,intphys2__videomae__mlp__layer_24__seed_102,IntPhys2,intphys2,main,VideoMAE,ViT-H/16,MLP,mlp,24,Layer 0.75,102,artifact,missing_artifact,,,,,,,,,,2000,,false,artifacts/probes/intphys2/seed_runs_v1/intphys2__videomae__mlp__layer_24/seed_102/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,28,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__videomae__mlp__layer_24/seed_102/train_eval_summary.json
intphys2__videomae_v2__linear__layer_20,intphys2__videomae_v2__linear__layer_20__seed_101,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Linear,linear,20,Layer 0.5,101,artifact,missing_artifact,,,,,,,,,,2000,,true,artifacts/probes/intphys2/seed_runs_v1/intphys2__videomae_v2__linear__layer_20/seed_101/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,30,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__videomae_v2__linear__layer_20/seed_101/train_eval_summary.json
intphys2__videomae_v2__linear__layer_20,intphys2__videomae_v2__linear__layer_20__seed_102,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,Linear,linear,20,Layer 0.5,102,artifact,missing_artifact,,,,,,,,,,2000,,true,artifacts/probes/intphys2/seed_runs_v1/intphys2__videomae_v2__linear__layer_20/seed_102/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,30,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__videomae_v2__linear__layer_20/seed_102/train_eval_summary.json
intphys2__videomae_v2__mlp__layer_20,intphys2__videomae_v2__mlp__layer_20__seed_101,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,MLP,mlp,20,Layer 0.5,101,artifact,missing_artifact,,,,,,,,,,2000,,false,artifacts/probes/intphys2/seed_runs_v1/intphys2__videomae_v2__mlp__layer_20/seed_101/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,31,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__videomae_v2__mlp__layer_20/seed_101/train_eval_summary.json
intphys2__videomae_v2__mlp__layer_20,intphys2__videomae_v2__mlp__layer_20__seed_102,IntPhys2,intphys2,main,VideoMAE-v2,ViT-G/16,MLP,mlp,20,Layer 0.5,102,artifact,missing_artifact,,,,,,,,,,2000,,false,artifacts/probes/intphys2/seed_runs_v1/intphys2__videomae_v2__mlp__layer_20/seed_102/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,31,,,,missing artifacts/probes/intphys2/seed_runs_v1/intphys2__videomae_v2__mlp__layer_20/seed_102/train_eval_summary.json
mvp__jepa_v1__linear__layer_32,mvp__jepa_v1__linear__layer_32__seed_101,MVP,mvp,main,V-JEPA,ViT-H/16,Linear,linear,32,Final layer,101,artifact,missing_artifact,,,,,,,,,,100,,true,artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v1__linear__layer_32/seed_101/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,63,,,,missing artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v1__linear__layer_32/seed_101/train_eval_summary.json
mvp__jepa_v1__linear__layer_32,mvp__jepa_v1__linear__layer_32__seed_102,MVP,mvp,main,V-JEPA,ViT-H/16,Linear,linear,32,Final layer,102,artifact,missing_artifact,,,,,,,,,,100,,true,artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v1__linear__layer_32/seed_102/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,63,,,,missing artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v1__linear__layer_32/seed_102/train_eval_summary.json
mvp__jepa_v1__mlp__layer_32,mvp__jepa_v1__mlp__layer_32__seed_101,MVP,mvp,main,V-JEPA,ViT-H/16,MLP,mlp,32,Final layer,101,artifact,missing_artifact,,,,,,,,,,2000,,false,artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v1__mlp__layer_32/seed_101/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,64,,,,missing artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v1__mlp__layer_32/seed_101/train_eval_summary.json
mvp__jepa_v1__mlp__layer_32,mvp__jepa_v1__mlp__layer_32__seed_102,MVP,mvp,main,V-JEPA,ViT-H/16,MLP,mlp,32,Final layer,102,artifact,missing_artifact,,,,,,,,,,2000,,false,artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v1__mlp__layer_32/seed_102/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,64,,,,missing artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v1__mlp__layer_32/seed_102/train_eval_summary.json
mvp__jepa_v2__linear__layer_40,mvp__jepa_v2__linear__layer_40__seed_101,MVP,mvp,main,V-JEPA 2,ViT-G/16,Linear,linear,40,Final layer,101,artifact,missing_artifact,,,,,,,,,,100,,true,artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v2__linear__layer_40/seed_101/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,66,,,,missing artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v2__linear__layer_40/seed_101/train_eval_summary.json
mvp__jepa_v2__linear__layer_40,mvp__jepa_v2__linear__layer_40__seed_102,MVP,mvp,main,V-JEPA 2,ViT-G/16,Linear,linear,40,Final layer,102,artifact,missing_artifact,,,,,,,,,,100,,true,artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v2__linear__layer_40/seed_102/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,66,,,,missing artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v2__linear__layer_40/seed_102/train_eval_summary.json
mvp__jepa_v2__mlp__layer_40,mvp__jepa_v2__mlp__layer_40__seed_101,MVP,mvp,main,V-JEPA 2,ViT-G/16,MLP,mlp,40,Final layer,101,artifact,missing_artifact,,,,,,,,,,2000,,false,artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v2__mlp__layer_40/seed_101/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,67,,,,missing artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v2__mlp__layer_40/seed_101/train_eval_summary.json
mvp__jepa_v2__mlp__layer_40,mvp__jepa_v2__mlp__layer_40__seed_102,MVP,mvp,main,V-JEPA 2,ViT-G/16,MLP,mlp,40,Final layer,102,artifact,missing_artifact,,,,,,,,,,2000,,false,artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v2__mlp__layer_40/seed_102/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,67,,,,missing artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v2__mlp__layer_40/seed_102/train_eval_summary.json
mvp__jepa_v2_1__linear__layer_48,mvp__jepa_v2_1__linear__layer_48__seed_101,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,48,Final layer,101,artifact,missing_artifact,,,,,,,,,,100,,true,artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v2_1__linear__layer_48/seed_101/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,69,,,,missing artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v2_1__linear__layer_48/seed_101/train_eval_summary.json
mvp__jepa_v2_1__linear__layer_48,mvp__jepa_v2_1__linear__layer_48__seed_102,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,Linear,linear,48,Final layer,102,artifact,missing_artifact,,,,,,,,,,100,,true,artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v2_1__linear__layer_48/seed_102/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,69,,,,missing artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v2_1__linear__layer_48/seed_102/train_eval_summary.json
mvp__jepa_v2_1__mlp__layer_38,mvp__jepa_v2_1__mlp__layer_38__seed_101,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,38,Layer 0.75,101,artifact,missing_artifact,,,,,,,,,,2000,,false,artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v2_1__mlp__layer_38/seed_101/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,70,,,,missing artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v2_1__mlp__layer_38/seed_101/train_eval_summary.json
mvp__jepa_v2_1__mlp__layer_38,mvp__jepa_v2_1__mlp__layer_38__seed_102,MVP,mvp,main,V-JEPA 2.1,ViT-Gigantic/16,MLP,mlp,38,Layer 0.75,102,artifact,missing_artifact,,,,,,,,,,2000,,false,artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v2_1__mlp__layer_38/seed_102/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,70,,,,missing artifacts/probes/mvp/seed_runs_v1/mvp__jepa_v2_1__mlp__layer_38/seed_102/train_eval_summary.json
mvp__videomae__linear__layer_24,mvp__videomae__linear__layer_24__seed_101,MVP,mvp,main,VideoMAE,ViT-H/16,Linear,linear,24,Layer 0.75,101,artifact,missing_artifact,,,,,,,,,,100,,true,artifacts/probes/mvp/seed_runs_v1/mvp__videomae__linear__layer_24/seed_101/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,72,,,,missing artifacts/probes/mvp/seed_runs_v1/mvp__videomae__linear__layer_24/seed_101/train_eval_summary.json
mvp__videomae__linear__layer_24,mvp__videomae__linear__layer_24__seed_102,MVP,mvp,main,VideoMAE,ViT-H/16,Linear,linear,24,Layer 0.75,102,artifact,missing_artifact,,,,,,,,,,100,,true,artifacts/probes/mvp/seed_runs_v1/mvp__videomae__linear__layer_24/seed_102/train_eval_summary.json,,results/seed_runs/seed_manifest_main_linear_mlp_v1.csv,72,,,,missing artifacts/probes/mvp/seed_runs_v1/mvp__videomae__linear__layer_24/seed_102/train_eval_summary.json
